BCFtools,DeepVariant,FreeBayes,GATK
152033172,152024808,152050327,152024027
152033426,152025875,152050508,152024080
152033560,152025922,152051407,152024808
152033628,152025992,152051537,152025875
152034021,152026192,152052027,152025922
152034035,152026578,152052103,152025992
152034647,152026723,152052177,152026192
152034785,152026987,152052379,152026578
152035052,152027623,152052747,152026723
152035085,152028026,152052776,152026987
152035102,152028315,152053397,152027623
152035135,152028365,152053819,152028026
152035484,152028581,152054015,152028315
152035514,152028598,152054136,152028365
152035756,152028917,152054227,152028581
152035912,152029550,152055340,152028598
152036096,152029666,152055389,152028917
152036187,152029919,152055539,152029550
152036346,152029995,152055678,152029666
152036792,152030372,152055966,152029919
152037044,152030388,152056045,152029995
152037192,152033103,152057417,152030372
152037920,152033172,152057497,152030388
152038036,152033426,152057586,152033103
152038196,152033560,152057681,152033172
152038424,152033628,152058404,152033426
152038490,152034021,152058760,152033560
152038526,152034035,152059091,152033628
152038794,152034647,152059183,152034021
152038834,152034785,152059242,152034035
152039020,152035052,152059380,152034647
152039296,152035085,152060879,152034785
152039344,152035102,152061176,152035052
152039372,152035135,152061190,152035085
152039515,152035484,152061285,152035102
152039585,152035514,152061686,152035135
152039715,152035756,152061782,152035484
152039729,152035912,152062035,152035514
152039867,152036096,152062248,152035756
152039936,152036187,152062685,152035912
152039991,152036346,152062991,152036096
152040104,152036792,152063094,152036187
152040145,152037044,152063636,152036346
152040248,152037192,152063646,152036792
152040610,152037920,152063665,152037044
152040642,152038036,152064101,152037192
152041199,152038196,152065493,152037920
152041387,152038424,152065755,152038036
152041426,152038490,152066529,152038196
152041600,152038526,152066904,152038424
152042056,152038794,152066992,152038490
152042109,152038834,152067309,152038526
152042751,152039020,152067628,152038794
152042902,152039296,152067738,152038834
152043028,152039344,152068035,152039020
152043138,152039372,152068227,152039296
152044128,152039515,152068833,152039344
152044210,152039585,152071304,152039372
152044347,152039715,152071577,152039515
152044406,152039729,152071977,152039585
152044735,152039867,152072025,152039715
152044813,152039936,152072038,152039729
152045694,152039991,152072232,152039867
152045983,152040104,152072515,152039936
152046858,152040145,152072572,152039991
152047019,152040248,152072586,152040104
152047552,152040610,152072626,152040145
152047623,152040642,152073102,152040248
152047986,152041199,152073390,152040610
152048149,152041387,152073644,152040642
152049113,152041426,152074004,152041199
152049733,152041600,152074052,152041387
152049801,152042056,152074134,152041426
152050256,152042109,152074213,152041600
152050327,152042751,152074400,152042056
152050508,152042902,152074439,152042109
152051407,152043028,152074635,152042751
152051537,152043138,152074878,152042902
152052027,152044128,152074901,152043028
152052103,152044210,152074950,152043138
152052177,152044347,152074973,152044128
152052379,152044406,152075006,152044210
152052747,152044735,152075217,152044347
152052776,152044813,152075268,152044406
152053397,152045694,152075451,152044735
152053819,152045983,152075805,152044813
152054015,152046858,152075810,152045694
152054136,152047019,152075815,152045983
152054227,152047552,152075957,152046858
152055340,152047623,152075999,152047019
152055389,152047986,152076143,152047552
152055539,152048149,152076187,152047623
152055678,152049113,152076328,152047986
152055966,152049733,152076394,152048149
152056045,152049801,152076449,152049113
152057417,152050256,152076467,152049733
152057497,152050327,152076868,152049801
152057586,152050508,152076944,152050256
152057681,152051407,152077086,152050327
152058311,152051537,152077279,152050508
152058315,152052027,152077370,152051407
152058404,152052103,152077679,152051537
152058760,152052177,152077799,152052027
152059091,152052379,152077828,152052103
152059183,152052747,152078210,152052177
152059242,152052776,152078421,152052379
152059380,152053397,152078490,152052747
152060879,152053819,152078555,152052776
152061176,152054015,152078657,152053397
152061190,152054136,152078729,152053819
152061285,152054227,152079113,152054015
152061686,152055340,152079124,152054136
152061782,152055389,152079394,152054227
152062035,152055539,152079460,152055340
152062184,152055678,152079615,152055389
152062185,152055966,152079625,152055539
152062248,152056045,152079847,152055678
152062685,152057417,152080036,152055966
152062991,152057497,152080250,152056045
152063094,152057586,152080516,152057417
152063636,152057681,152081066,152057497
152063646,152058311,152081191,152057586
152063665,152058315,152081247,152057681
152064101,152058404,152081322,152058311
152065493,152058760,152081762,152058315
152065755,152059091,152081852,152058404
152066529,152059183,152081993,152058760
152066904,152059242,152082118,152059091
152066992,152059380,152082255,152059183
152067309,152060879,152082283,152059242
152067628,152061176,152082509,152059380
152067738,152061190,152082563,152060879
152068035,152061285,152082624,152061176
152068227,152061686,152083393,152061190
152068833,152061782,152083649,152061285
152071304,152062035,152083733,152061686
152071577,152062184,152083789,152061782
152071977,152062185,152084164,152062035
152072025,152062248,152084432,152062184
152072038,152062685,152084775,152062185
152072232,152062991,152084830,152062248
152072515,152063094,152085493,152062685
152072572,152063636,152085926,152062991
152072586,152063646,152086015,152063094
152072626,152063665,152086647,152063636
152073102,152064101,152086704,152063646
152073390,152065493,152086893,152063665
152073644,152065755,152086991,152064101
152074004,152066529,152087138,152065493
152074052,152066904,152087514,152065755
152074134,152066992,152087524,152066529
152074213,152067309,152087751,152066904
152074400,152067628,152088101,152066992
152074439,152067738,152088128,152067309
152074635,152068035,152088887,152067628
152074828,152068227,152090044,152067738
152074830,152068833,152090063,152068035
152074878,152071228,152090943,152068227
152074901,152071231,152091769,152068833
152074950,152071232,152097440,152071098
152074973,152071304,152097737,152071231
152075006,152071577,152098960,152071304
152075217,152071977,152100719,152071577
152075268,152072025,152101200,152071977
152075451,152072038,152102770,152072025
152075805,152072232,152103343,152072038
152075810,152072515,152103399,152072232
152075815,152072572,152104447,152072515
152075957,152072586,152105065,152072572
152075999,152072626,152105366,152072586
152076143,152073102,152105628,152072626
152076187,152073390,152107569,152073102
152076328,152073644,152107703,152073390
152076394,152074004,152109191,152073644
152076449,152074052,152109503,152074004
152076467,152074134,152111182,152074052
152076868,152074213,152111767,152074134
152076915,152074400,152112954,152074213
152076916,152074439,152113693,152074400
152076944,152074635,152114631,152074439
152077086,152074828,152114666,152074635
152077279,152074830,152114698,152074828
152077370,152074878,152115023,152074830
152077534,152074901,152115881,152074878
152077535,152074950,152116968,152074901
152077549,152074973,152118679,152074950
152077679,152075006,152120104,152074973
152077799,152075217,152120452,152075006
152077828,152075268,152120742,152075217
152078210,152075451,152120870,152075268
152078385,152075805,152120994,152075451
152078388,152075810,152121203,152075805
152078421,152075815,152121447,152075810
152078490,152075957,152121564,152075815
152078555,152075999,152121594,152075957
152078657,152076143,152121686,152075999
152078729,152076187,152122254,152076143
152079113,152076328,152122621,152076187
152079124,152076394,152123439,152076328
152079394,152076449,152123648,152076394
152079460,152076467,152123680,152076449
152079615,152076868,152124922,152076467
152079625,152076915,152125352,152076868
152079847,152076916,152125755,152076915
152080036,152076944,152125964,152076916
152080250,152077086,152126186,152076944
152080516,152077279,152126371,152077086
152081066,152077370,152126584,152077279
152081191,152077534,152128861,152077370
152081247,152077535,55019087,152077534
152081322,152077679,55020441,152077535
152081762,152077799,55020722,152077549
152081852,152077828,55021758,152077679
152081993,152078210,55022686,152077799
152082118,152078385,55023625,152077828
152082255,152078388,55026650,152078210
152082283,152078421,55027504,152078385
152082509,152078490,55027991,152078388
152082563,152078555,55030596,152078421
152082624,152078657,55033701,152078490
152083066,152078729,55033808,152078555
152083393,152079113,55034295,152078657
152083471,152079124,55035506,152078729
152083649,152079394,55037627,152079113
152083733,152079460,55041301,152079124
152083789,152079625,55041484,152079394
152084164,152079847,55044717,152079460
152084432,152080036,55048862,152079615
152084472,152080250,55054119,152079625
152084473,152080516,55056275,152079847
152084775,152081066,55056626,152080036
152084830,152081191,55056993,152080250
152085493,152081247,55057008,152080516
152085926,152081322,55058304,152081066
152086015,152081762,55059305,152081191
152086647,152081852,55059494,152081247
152086704,152081993,55060091,152081322
152086893,152082118,55060514,152081762
152086991,152082255,55061026,152081852
152087138,152082283,55061038,152081993
152087514,152082509,55063371,152082118
152087524,152082563,55063977,152082255
152087751,152082624,55065670,152082283
152088101,152083393,55067126,152082509
152088128,152083649,55067179,152082563
152088887,152083733,55067780,152082624
152090044,152083789,55068704,152083393
152090063,152084164,55070195,152083471
152090943,152084432,55072058,152083649
152091769,152084472,55072603,152083733
152093286,152084473,55072669,152083789
152097440,152084775,55073783,152084164
152097737,152084830,55074215,152084432
152098960,152085493,55074961,152084472
152100719,152085926,55075218,152084473
152101200,152086015,55075617,152084775
152102770,152086647,55075892,152084830
152103343,152086704,55076463,152085493
152103399,152086893,55077140,152085926
152104447,152086991,55077641,152086015
152105065,152087138,55084193,152086647
152105366,152087514,55086688,152086704
152105628,152087524,55086893,152086893
152107569,152087751,55086943,152086991
152107703,152088101,55086995,152087138
152109191,152088128,55087035,152087514
152109503,152088887,55088378,152087524
152111182,152090044,55088726,152087751
152111767,152090063,55092290,152088101
152112954,152090943,55092467,152088128
152113693,152091769,55092845,152088887
152114631,152097440,55093182,152090044
152114666,152097737,55093302,152090063
152114698,152098960,55093350,152090943
152115023,152100719,55093363,152091769
152115881,152101200,55093463,152097440
152116968,152102770,55093474,152097737
152118679,152103343,55094612,152098960
152120104,152103399,55094643,152100719
152120452,152104447,55096044,152101200
152120742,152105065,55098675,152102770
152120781,152105366,55100999,152103343
152120784,152105628,55101219,152103399
152120870,152107569,55101598,152104447
152120994,152107703,55102885,152105065
152121203,152109191,55105075,152105366
152121447,152109503,55105982,152105628
152121564,152111182,55106649,152107569
152121594,152111767,55109003,152107703
152121686,152112954,55110176,152109191
152122254,152113693,55110886,152111182
152122621,152114631,55111516,152111767
152123439,152114666,55111707,152112954
152123648,152114698,55112417,152113693
152123680,152115023,55113749,152114631
152124922,152115881,55114560,152114666
152125181,152116968,55115037,152114698
152125185,152118679,55115422,152115023
152125352,152120104,55118763,152115881
152125755,152120452,55119360,152116968
152125964,152120742,55119397,152118679
152126186,152120781,55119523,152120104
152126371,152120784,55120299,152120452
152126584,152120870,55121497,152120742
152128861,152120994,55122405,152120781
55019087,152121203,55122508,152120784
55020441,152121447,55122513,152120870
55020722,152121564,55124563,152120994
55021758,152121594,55124924,152121203
55022686,152121686,55125270,152121447
55023625,152122254,55127932,152121564
55026650,152122621,55128254,152121594
55027504,152123439,55129162,152121686
55030596,152123648,55129697,152122254
55033701,152123680,55132767,152122621
55033808,152124922,55132932,152123439
55034295,152125181,55133701,152123648
55035506,152125185,55134083,152123680
55035522,152125352,55135604,152124922
55035523,152125755,55136145,152125181
55036273,152125964,55138237,152125185
55037627,152126186,55140584,152125352
55041301,152126371,55140591,152125755
55041484,152126584,55141944,152125964
55044717,152128861,55143040,152126186
55048862,55019087,55144186,152126371
55054119,55020441,55145649,152126584
55056275,55020722,55146225,152128861
55056626,55021758,55146655,55019087
55056993,55022686,55146954,55020441
55057008,55023625,55147325,55020722
55058304,55026650,55147968,55021758
55059305,55027504,55151210,55022686
55059494,55030596,55151466,55023625
55060091,55033701,55151597,55026650
55060514,55033808,55151614,55027504
55061026,55034295,55151918,55030596
55061038,55035506,55152484,55033701
55063371,55036274,55153754,55033808
55063977,55037627,55155062,55034295
55065670,55041301,55155261,55035506
55067126,55041484,55155483,55035522
55067179,55044717,55156097,55035523
55067780,55048862,55157477,55036274
55068704,55054119,55158533,55037627
55070195,55056275,55160360,55041301
55072058,55056626,55160480,55041484
55072603,55056993,55163147,55044717
55072669,55057008,55164553,55048862
55073783,55058304,55164640,55054119
55074215,55059305,55165033,55056275
55074961,55059494,55165071,55056626
55075218,55060091,55167572,55056993
55075617,55060514,55167652,55057008
55075892,55061026,55168111,55058304
55076463,55061038,55169081,55059305
55077140,55063371,55169169,55059494
55077641,55063977,55170394,55060091
55084193,55065670,55179839,55060514
55086688,55067126,55179917,55061026
55086893,55067179,55179992,55061038
55086943,55067780,55180089,55063371
55086995,55068704,55184119,55063977
55087035,55070195,55190340,55065670
55087284,55072058,55192070,55067126
55088378,55072603,55192255,55067179
55088726,55072669,55193649,55067780
55092290,55073783,55194934,55068704
55092467,55074215,55195869,55070195
55092845,55074961,55195961,55072058
55093182,55075218,55196435,55072603
55093302,55075617,55197661,55072669
55093350,55075892,55198724,55073783
55093363,55076463,55203807,55074215
55093463,55077140,55204310,55074961
55093474,55077641,55205133,55075218
55094612,55084193,55206391,55075617
55094643,55086688,55207789,55075892
55096044,55086893,55208317,55076463
55098675,55086943,55208587,55077140
55100999,55086995,55210271,55077641
55101219,55087035,55211159,55084193
55101598,55087284,55211587,55086688
55102885,55088378,31034997,55086893
55105075,55088726,31038782,55086943
55105982,55092290,31040953,55086995
55106649,55092467,31042501,55087035
55109003,55092845,31044583,55087284
55110176,55093182,31046979,55088378
55110886,55093302,31047420,55088726
55111516,55093350,31047609,55092290
55111707,55093363,31048533,55092467
55112417,55093463,31048586,55092845
55113749,55093474,31050562,55093182
55114560,55094612,31051421,55093302
55115037,55094643,31058569,55093350
55115422,55096044,31060582,55093363
55117608,55098675,31060763,55093463
55117609,55100999,31063269,55093474
55118763,55101219,31064830,55094612
55119360,55101598,31067041,55094643
55119397,55102885,31070378,55096044
55119523,55105075,31070630,55098675
55120299,55105982,31074220,55100999
55121497,55106649,31075099,55101219
55122405,55109003,31075109,55101598
55122508,55110176,31075913,55102885
55122513,55110886,31077858,55105075
55124563,55111516,31078840,55105982
55124924,55111707,31081500,55106649
55125270,55112417,31084406,55109003
55127932,55113749,31085568,55110176
55128254,55114560,31089089,55110886
55129162,55115037,31090556,55111516
55129697,55115422,31092985,55111707
55132767,55117608,31094629,55112417
55132932,55117609,31095252,55113749
55133701,55118763,31096348,55114560
55134083,55118913,31099155,55115037
55135604,55119360,31099419,55115422
55136145,55119397,31100249,55117608
55138237,55119523,31102488,55117609
55140584,55121497,31102611,55118763
55140591,55122405,31103500,55118913
55141944,55122508,31103550,55119360
55143040,55122513,31105535,55119397
55144186,55124563,31107643,55119523
55145649,55124924,31108447,55120299
55146225,55125270,31109271,55121497
55146655,55127932,31110879,55122405
55146954,55128254,31110908,55122508
55147325,55129162,31111433,55122513
55147968,55129697,31112949,55124563
55151210,55132767,31113829,55124924
55151466,55132932,31114472,55125270
55151597,55133701,31114894,55127932
55151614,55134083,31114895,55128254
55151918,55135604,31115718,55129162
55152484,55136145,31116323,55129697
55153754,55138237,31116441,55132767
55155062,55140584,31117276,55132932
55155261,55140591,31119930,55133701
55155483,55141944,31120201,55134083
55156097,55143040,31123136,55135604
55157477,55144186,31123685,55136145
55158533,55145649,31126240,55138237
55160360,55146225,31128815,55140584
55160480,55146655,31129262,55140591
55163147,55146954,31129370,55141944
55164553,55147325,31129830,55143040
55164640,55147968,31130020,55144186
55165033,55151210,31130048,55145649
55165071,55151466,31130566,55146225
55166691,55151597,31131081,55146655
55166702,55151614,31132594,55146954
55166703,55151918,31132879,55147325
55166713,55152484,31134232,55147968
55166770,55153754,31134494,55151210
55166779,55155062,31135619,55151466
55166782,55155261,31135859,55151597
55166800,55155483,31135951,55151614
55166817,55156097,31136111,55151918
55166856,55157477,31136972,55152484
55166872,55158533,31137345,55153754
55166874,55160360,31139810,55155062
55167331,55160480,31141607,55155261
55167342,55163147,31141764,55155483
55167431,55164553,31141878,55156097
55167652,55164640,31142727,55157477
55168111,55165033,31148126,55158533
55169081,55165071,31149156,55160360
55169103,55166779,31149396,55160480
55169152,55166800,31149578,55163147
55169169,55166817,31149624,55164553
55170394,55167331,31151231,55164640
55179839,55167572,31152061,55165033
55179917,55167652,31152194,55165071
55179992,55168111,31152356,55167652
55180089,55169081,31152964,55168111
55184119,55169103,31153425,55169081
55190340,55169169,31155010,55169103
55192070,55170394,31155600,55169169
55192255,55179839,31155614,55170394
55193649,55179917,31155954,55179839
55194934,55179992,31156409,55179917
55195869,55180089,31156444,55179992
55195961,55184119,31157894,55180089
55196435,55190340,31158766,55184119
55197661,55192070,31159342,55190340
55198724,55192255,31159623,55192070
55203807,55193649,31160915,55192255
55204310,55194934,31161169,55193649
55204534,55195869,31161729,55194934
55204535,55195961,31162081,55195869
55205133,55196435,31162145,55195961
55206391,55197661,31162643,55196435
55207789,55198724,31163739,55197661
55208317,55203807,31163872,55198724
55208587,55204310,31164201,55203807
55210271,55204534,31164475,55204310
55211159,55204535,31166144,55204534
55211587,55205133,31166306,55204535
31034976,55206391,31166395,55205133
31034997,55207789,31166927,55206391
31037001,55208317,31167122,55207789
31038782,55208587,31167827,55208317
31040953,55210271,31168535,55208587
31042501,55211159,31170755,55210271
31044583,55211587,31172161,55211159
31046979,31034997,31172409,55211587
31047420,31038782,31174137,31034997
31047609,31040953,31174794,31038782
31048533,31042501,31174974,31040953
31048586,31044583,89933370,31042501
31050562,31046979,89933605,31044583
31051421,31047420,89933890,31046979
31058569,31047609,89936869,31047420
31060582,31048533,89939160,31047609
31060763,31048586,89939702,31048533
31063269,31050562,89940017,31048586
31064830,31051421,89941344,31050562
31067041,31058569,89942253,31051421
31070378,31060582,89942507,31058569
31070630,31060763,89949284,31060582
31074220,31063269,89949387,31060763
31075099,31064830,89949999,31063269
31075109,31067041,89950549,31064830
31075913,31070378,89952555,31067041
31076333,31070630,89955483,31070378
31077858,31074220,89955813,31070630
31078840,31075099,89956082,31074220
31081500,31075109,89957001,31075099
31084406,31075913,89957588,31075109
31085568,31077858,89957793,31075913
31089089,31078840,89959460,31077858
31090556,31081500,89962922,31078840
31092985,31084406,89964678,31081500
31094629,31085568,89970197,31084406
31095252,31089089,89970328,31085568
31096348,31090556,89970575,31089089
31099155,31092985,89973105,31090556
31099419,31094629,89973903,31092985
31100249,31095252,89974462,31094629
31102488,31096348,89976587,31095252
31102611,31099155,89977010,31096348
31103500,31099419,89977863,31099155
31103550,31100249,89979882,31099419
31105535,31102488,89980012,31100249
31107643,31102611,89980442,31102488
31108447,31103500,89981167,31102611
31109271,31103550,144511657,31103500
31110879,31105535,144511903,31103550
31110908,31107256,144512131,31105535
31111433,31107643,144512253,31107256
31112949,31108447,144512433,31107643
31113829,31109271,144513821,31108447
31114472,31110879,144513834,31109271
31114894,31110908,144514540,31110879
31115718,31111433,144515746,31110908
31116323,31112949,144516318,31111433
31116441,31113829,144516381,31112949
31117276,31114472,144517130,31113829
31119930,31114894,144517332,31114472
31120201,31115718,144517495,31114894
31123136,31116323,95101702,31114895
31123685,31116441,95102877,31114896
31126240,31117276,95102968,31115718
31128815,31119930,95104236,31116323
31128984,31120201,95107705,31116441
31129262,31123136,95110430,31117276
31129370,31123685,95119740,31119930
31129830,31126240,95120812,31120201
31130020,31128815,95130301,31123136
31130048,31129262,95134333,31123685
31130566,31129370,95134363,31126240
31131081,31129830,95138707,31128815
31132594,31130020,95145056,31129262
31132879,31130048,95146389,31129370
31134232,31130566,95146878,31129830
31134494,31131081,95147377,31130020
31135619,31132594,95150744,31130048
31135859,31132879,95158430,31130566
31135951,31134232,95161310,31131081
31136111,31134494,95163805,31132594
31136972,31135619,95166437,31132879
31137345,31135859,95173987,31134232
31139810,31135951,95174352,31134494
31141607,31136111,95174543,31135619
31141764,31136972,95183514,31135859
31141878,31137345,95184337,31135951
31142496,31139810,95184454,31136111
31142727,31141607,95187609,31136972
31148126,31141764,95190373,31137345
31149156,31141878,95191097,31139810
31149396,31142496,95197991,31141607
31149462,31142727,95198128,31141764
31149472,31148126,95198500,31141878
31149578,31149156,95200526,31142496
31149624,31149396,95204181,31142727
31151231,31149578,95204343,31148126
31152061,31149624,95204487,31149156
31152194,31151231,95207377,31149396
31152356,31152061,95209886,31149578
31152964,31152194,95211319,31149624
31153425,31152356,95215820,31151231
31155010,31152964,95217252,31152061
31155600,31153425,95217557,31152194
31155614,31155010,95220429,31152356
31155954,31155600,95224412,31152964
31156409,31155614,95229653,31153425
31156444,31155954,95233589,31155010
31157894,31156409,95238290,31155600
31158766,31156444,95238847,31155614
31159342,31157894,95240154,31155954
31159623,31158766,95243789,31156409
31160915,31159342,95243853,31156444
31161169,31159623,95244086,31157894
31161729,31160915,95244644,31158766
31162081,31161169,95246099,31159342
31162145,31161729,95248172,31159623
31162643,31162081,95248247,31160915
31163739,31162145,95249012,31161169
31163872,31162643,95249834,31161729
31164201,31163739,95263504,31162081
31164475,31163872,95267672,31162145
31166144,31164201,95272216,31162643
31166306,31164475,95274566,31163739
31166395,31166144,95275072,31163872
31166927,31166306,95276381,31164201
31167122,31166395,95277061,31164475
31167827,31166927,95282923,31166144
31168535,31167122,95285511,31166306
31170755,31167827,95288382,31166395
31172161,31168535,95290425,31166927
31172409,31170755,95291971,31167122
31174137,31172161,95292909,31167827
31174974,31172409,95293257,31168535
89933370,31174137,95298349,31170755
89933605,31174794,95300075,31172161
89933890,31174823,95301091,31172409
89936869,31174827,95302149,31174137
89939160,31174974,95302247,31174794
89939702,89933370,95305527,31174823
89940017,89933605,95306492,31174827
89941344,89933890,95307498,31174974
89942253,89936869,95309447,89933370
89942507,89939160,95309708,89933605
89949284,89939702,95314631,89933890
89949387,89940017,95315610,89936869
89949999,89941344,95316861,89939160
89950549,89942253,94415646,89939702
89952555,89942507,94415871,89940017
89955483,89949284,94416183,89941344
89955813,89949387,94416805,89942253
89956082,89949999,94416810,89942507
89957001,89950549,94416840,89949284
89957588,89952555,94416867,89949387
89957793,89955483,94416918,89949999
89959460,89955813,94416958,89950549
89962922,89956082,94416974,89952555
89964678,89957001,94417062,89955483
89970197,89957588,94417624,89955813
89970328,89957793,94420759,89956082
89970575,89959460,94421021,89957001
89973105,89962922,94421736,89957588
89973903,89964678,94422280,89957793
89974462,89970197,94422411,89959460
89976587,89970328,94423948,89962922
89977010,89970575,94424135,89964678
89977863,89973105,94425717,89970197
89979882,89973903,94425839,89970328
89980012,89974462,94426402,89970575
89980442,89976587,94427572,89973105
89981167,89977010,94428449,89973903
144511657,89977863,94431018,89974462
144511903,89979882,94432304,89976587
144512131,89980012,94433186,89977010
144512253,89980442,94433274,89977863
144512433,89981167,94433991,89979882
144513724,144511657,94434091,89980012
144513728,144511903,94434611,89980442
144513738,144512131,94434664,89981167
144513765,144512253,94436542,144511657
144513768,144512433,94437508,144511903
144513777,144513821,94437909,144512131
144513821,144514540,94437997,144512253
144513830,144515746,94439061,144512433
144513834,144516318,94439295,144514540
144513851,144516381,94442083,144515746
144514540,144517130,94442495,144516318
144515746,144517332,94443353,144516381
144516318,144517495,94443921,144517130
144516381,95101702,94444256,144517332
144517130,95102877,94444283,144517495
144517332,95102968,94445959,95101702
144517495,95104236,94446640,95102877
95101702,95107705,94448724,95102968
95102877,95110430,94448831,95104236
95102968,95119740,94449523,95107705
95104236,95120812,94449724,95110430
95107705,95130301,94449742,95119740
95110430,95134333,94449826,95120812
95119740,95134363,94449982,95130301
95120812,95138707,94453028,95134333
95130301,95145056,94453355,95134363
95134333,95146389,94453756,95138707
95134363,95146878,94453789,95145056
95138707,95147377,94455221,95146389
95145056,95150744,94456949,95146878
95146389,95158430,94458937,95147377
95146878,95161310,94459854,95150744
95147377,95163805,94460163,95158430
95150744,95166437,94461137,95161310
95158430,95173987,94461801,95163805
95161310,95174352,94461846,95166437
95163805,95174543,94462008,95173987
95166437,95183514,94462233,95174352
95170412,95184337,94463008,95174543
95173987,95184454,94464094,95183514
95174352,95187609,94464402,95184337
95174543,95190373,94465540,95184454
95183514,95191097,94465610,95187609
95184337,95197991,94466106,95190373
95184454,95198128,94467010,95191097
95187609,95198500,94470702,95197991
95190373,95200526,94472581,95198128
95191097,95204181,94474317,95198500
95197991,95204343,94478882,95200526
95198128,95204487,94478988,95204181
95198500,95207377,94479989,95204343
95200526,95209886,94480739,95204487
95204181,95211319,94481673,95207377
95204343,95215820,94482140,95209886
95204487,95217252,94482965,95211319
95207377,95217557,94484490,95215820
95209886,95220429,94485545,95217252
95211319,95224412,94485638,95217557
95215820,95229653,94488039,95220429
95217252,95233589,94488198,95224412
95217557,95238290,94490689,95229653
95220429,95238847,94492342,95233589
95224412,95240154,94492641,95238290
95229653,95243789,94492754,95238847
95233589,95243853,94493185,95240154
95238290,95244086,94493416,95243789
95238847,95244644,94493959,95243853
95240154,95246099,94494504,95244086
95243789,95247212,94495103,95244644
95243853,95248172,94495245,95246099
95244086,95248247,94495324,95247212
95244644,95249012,94496499,95248172
95246099,95249834,94498091,95248247
95247212,95263504,94499717,95249012
95248172,95267672,94500793,95249834
95248247,95272216,94501221,95263504
95249012,95274566,94501415,95267672
95249834,95275072,94505108,95272216
95263504,95276381,94506197,95274566
95267672,95277061,94506401,95275072
95272216,95282923,94507170,95276381
95274566,95285511,94509489,95277061
95275072,95288382,94512574,95282923
95276381,95290425,101105243,95285511
95277061,95292909,101105527,95288382
95282923,95293257,101105632,95290425
95285511,95298349,101106414,95292909
95288382,95300075,101106448,95293257
95290425,95301091,101106627,95298349
95292909,95302149,101106720,95300075
95293257,95302247,101107748,95301091
95298349,95305527,101107881,95302149
95300075,95306492,101107945,95302247
95301091,95307498,101108109,95305527
95302149,95309447,101108744,95306492
95302247,95309708,101108996,95307498
95305527,95314631,101109975,95309447
95306492,95315610,101110245,95309708
95307498,95316861,101111247,95314631
95309447,94415646,101111713,95315610
95309708,94415871,101111841,95316861
95314631,94416183,101112367,94415646
95315610,94416805,101113282,94415871
95316861,94416810,101114113,94416183
95317310,94416840,101114283,94416805
94415646,94416867,101115747,94416810
94415871,94416918,101117303,94416840
94416183,94416958,101120031,94416867
94416805,94416974,101121047,94416918
94416810,94417062,101121889,94416958
94416840,94417624,101122341,94416974
94416867,94420759,101123115,94417062
94416918,94421021,101124135,94417624
94416958,94421736,101124151,94420759
94416974,94422280,101125575,94421021
94417062,94422411,101126435,94421736
94417624,94423948,101127741,94422280
94420759,94424135,101129770,94422411
94421021,94425717,108226994,94423948
94421736,94425839,108230007,94424135
94422280,94426402,108232584,94425717
94422411,94427572,108256561,94425839
94423948,94428449,108263248,94426402
94424135,94431018,108293894,94427572
94425717,94432304,108300869,94428449
94425839,94433186,108311370,94431018
94426402,94433274,108315222,94432304
94427572,94433991,108317103,94433186
94428449,94434091,108333042,94433274
94431018,94434611,108333526,94433991
94432304,94434664,108340984,94434091
94433186,94436542,108350771,94434611
94433274,94437508,108353970,94434664
94433991,94437909,108357629,94436542
94434091,94437997,108358313,94437508
94434611,94439061,108359709,94437909
94434664,94439295,108361630,94437997
94436542,94442083,108366023,94439061
94437508,94442495,108368601,94439295
94437909,94443353,56080595,94442083
94437997,94443921,56080696,94442495
94439061,94444256,56083910,94443353
94439295,94444283,56084218,94443921
94442083,94445959,56084874,94444256
94442495,94446640,56086302,94444283
94443353,94448724,56086799,94445959
94443921,94448831,56087550,94446640
94444256,94449523,56088396,94448724
94444283,94449724,56090656,94448831
94445959,94449742,56091412,94449523
94446640,94449826,32315831,94449724
94448724,94449982,32315889,94449742
94448831,94453028,32316090,94449826
94449523,94453355,32316435,94449982
94449724,94453756,32317661,94453028
94449742,94453789,32318080,94453355
94449826,94455221,32318598,94453756
94449982,94456949,32318623,94453789
94453028,94458937,32319654,94455221
94453355,94459854,32321240,94456949
94453756,94460163,32325430,94458937
94453789,94461137,32325741,94459854
94455221,94461801,32326796,94460163
94456949,94461846,32328257,94461137
94458937,94462008,32329548,94461801
94459854,94462233,32331128,94461846
94460163,94463008,32333969,94462008
94461137,94464094,32334210,94462233
94461801,94464402,32334492,94463008
94461846,94465540,32336191,94464094
94462008,94465610,32337751,94464402
94462233,94466106,32338918,94465540
94463008,94467010,32340868,94465610
94464094,94470702,32341387,94466106
94464402,94472581,32344804,94467010
94465540,94474317,32344830,94470702
94465610,94478882,32345389,94472581
94466106,94478988,32345500,94474317
94467010,94479989,32345879,94478882
94470702,94480739,32346707,94478988
94472581,94481673,32347807,94479989
94474317,94482140,32349553,94480739
94478882,94482965,32350510,94481673
94478988,94484490,32351120,94482140
94479989,94485545,32353757,94482965
94480739,94485638,32353975,94484490
94481673,94488039,32354065,94485545
94482140,94488198,32354180,94485638
94482965,94490689,32355095,94488039
94484490,94492342,32355250,94488198
94485545,94492641,32356799,94490689
94485638,94492754,32359789,94492342
94488039,94493185,32359800,94492641
94488198,94493416,32360774,94492754
